FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_013.png,ccis,ice,microbe,spiderweb,babybottle,dragon,redquestionmark,greenapple,turtle
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_014.png,ccic,twitter,grinningcatwithsmilingeyes,babybottle,key,mountfuji,spoutingwhale,droplet,rosette
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_015.png,ccib,yinyang,drunkperson,scissors,ladybeetle,hammer,babybottle,mouth,stopsign
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_016.png,ccib,chesspawn,highheeledshoe,spoutingwhale,bison,mapleleaf,redquestionmark,yinyang,fire
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_017.png,ccir,clownface,microbe,highvoltage,sunglasses,fourleafclover,rosette,stopsign,bison
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_018.png,cci,ice,bison,mountfuji,skullandcrossbones,deciduoustree,ghost,scissors,sunwithface
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_019.png,ccic,timer,bison,dogface,key,musicalscore,snowflake,greenapple,mouth
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_020.png,ccib,bison,snowmanwithoutsnow,oncomingpolicecar,ladybeetle,dragon,lastquartermoonface,trex,grinningcatwithsmilingeyes
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_021.png,ccib,droplet,hammer,lightbulb,bison,pencil,turtle,handwithfingerssplayed,spider
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_022.png,cci,redexclamationmark,drunkperson,bison,spiderweb,twitter,locked,eye,heart
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_023.png,ccis,mouth,spider,twitter,bomb,ice,oncomingpolicecar,fourleafclover,chesspawn
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_024.png,cci,clownface,lastquartermoonface,yinyang,pencil,bomb,ghost,key,spiderweb
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_025.png,ccir,deciduoustree,lightbulb,greenapple,redexclamationmark,ladybeetle,sunglasses,spoutingwhale,bomb
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_026.png,ccib,bomb,dogface,grinningcatwithsmilingeyes,locked,stopsign,sunwithface,handwithfingerssplayed,redquestionmark
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_027.png,ccib,hammer,dragon,skullandcrossbones,timer,mapleleaf,bomb,heart,rosette
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_028.png,ccib,highheeledshoe,trex,snowflake,droplet,eye,scissors,bomb,microbe
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_029.png,ccib,turtle,bomb,snowmanwithoutsnow,mountfuji,musicalscore,highvoltage,fire,drunkperson
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_030.png,cci,chesspawn,cactus,turtle,ladybeetle,ghost,rosette,snowflake,locked
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_031.png,ccic,snowmanwithoutsnow,twitter,clownface,greenapple,scissors,handwithfingerssplayed,cactus,mapleleaf
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_032.png,ccir,heart,musicalscore,grinningcatwithsmilingeyes,spider,deciduoustree,yinyang,microbe,cactus
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_033.png,ccis,highheeledshoe,oncomingpolicecar,sunglasses,spiderweb,dogface,mountfuji,cactus,hammer
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_034.png,ccic,cactus,sunwithface,mouth,dragon,spoutingwhale,pencil,eye,highvoltage
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_035.png,ccic,lastquartermoonface,cactus,droplet,ice,redexclamationmark,stopsign,fire,timer
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_036.png,ccic,fourleafclover,lightbulb,drunkperson,key,redquestionmark,trex,skullandcrossbones,cactus
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_037.png,ccic,pencil,heart,trex,greenapple,candle,chesspawn,stopsign,mountfuji
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_038.png,ccic,mouth,redexclamationmark,clownface,grinningcatwithsmilingeyes,skullandcrossbones,candle,highheeledshoe,turtle
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_039.png,ccis,highvoltage,lastquartermoonface,snowflake,redquestionmark,candle,hammer,deciduoustree,twitter
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_040.png,ccis,candle,rosette,dogface,lightbulb,yinyang,eye,snowmanwithoutsnow,ice
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_041.png,ccir,spider,fire,dragon,locked,scissors,key,candle,sunglasses
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_042.png,ccib,droplet,fourleafclover,musicalscore,candle,spiderweb,sunwithface,mapleleaf,ladybeetle
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_043.png,ccir,oncomingpolicecar,candle,timer,ghost,drunkperson,handwithfingerssplayed,spoutingwhale,microbe
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_044.png,ccir,carrot,grinningcatwithsmilingeyes,chesspawn,highvoltage,spiderweb,scissors,timer,lightbulb
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_045.png,ccic,trex,carrot,spoutingwhale,ice,locked,musicalscore,hammer,clownface
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_046.png,cci,stopsign,turtle,carrot,mapleleaf,oncomingpolicecar,deciduoustree,key,eye
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_047.png,ccic,dogface,pencil,fire,carrot,ladybeetle,skullandcrossbones,microbe,twitter
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_048.png,ccib,carrot,yinyang,redexclamationmark,fourleafclover,dragon,handwithfingerssplayed,snowflake,mountfuji
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_049.png,ccic,snowmanwithoutsnow,heart,carrot,ghost,redquestionmark,sunglasses,mouth,droplet
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_050.png,ccic,carrot,spider,greenapple,drunkperson,rosette,highheeledshoe,lastquartermoonface,sunwithface
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_051.png,cci,snowmanwithoutsnow,cheesewedge,sunwithface,microbe,hammer,key,redexclamationmark,chesspawn
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_052.png,ccib,eye,spider,mountfuji,timer,ladybeetle,cheesewedge,clownface,redquestionmark
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_053.png,ccic,deciduoustree,handwithfingerssplayed,trex,fire,rosette,cheesewedge,mouth,spiderweb
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_054.png,ccib,fourleafclover,scissors,cheesewedge,turtle,dogface,lastquartermoonface,heart,spoutingwhale
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_055.png,ccis,ghost,twitter,dragon,lightbulb,cheesewedge,stopsign,musicalscore,highheeledshoe
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_056.png,cci,yinyang,highvoltage,skullandcrossbones,locked,cheesewedge,oncomingpolicecar,greenapple,droplet
dobble-decks/classic-dobble-224-px/classic-dobble-224-px_057.png,ccib,ice,snowflake,grinningcatwithsmilingeyes,sunglasses,pencil,mapleleaf,cheesewedge,drunkperson
