FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_012.png,ccir,babybottle,dogface,mapleleaf,highvoltage,trex,spider,ghost,redexclamationmark
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_013.png,ccib,dragon,microbe,greenapple,ice,babybottle,turtle,redquestionmark,spiderweb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_014.png,ccib,babybottle,droplet,rosette,grinningcatwithsmilingeyes,key,mountfuji,spoutingwhale,twitter
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_015.png,ccic,babybottle,scissors,hammer,ladybeetle,mouth,yinyang,stopsign,drunkperson
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_016.png,cci,redquestionmark,chesspawn,yinyang,highheeledshoe,mapleleaf,fire,spoutingwhale,bison
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_017.png,ccir,fourleafclover,stopsign,rosette,bison,microbe,clownface,highvoltage,sunglasses
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_018.png,ccir,scissors,ghost,bison,mountfuji,ice,sunwithface,deciduoustree,skullandcrossbones
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_019.png,ccib,snowflake,greenapple,mouth,timer,dogface,bison,key,musicalscore
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_020.png,ccic,snowmanwithoutsnow,grinningcatwithsmilingeyes,lastquartermoonface,oncomingpolicecar,trex,bison,dragon,ladybeetle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_021.png,cci,hammer,handwithfingerssplayed,droplet,spider,pencil,turtle,bison,lightbulb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_022.png,cci,spiderweb,twitter,drunkperson,locked,heart,redexclamationmark,eye,bison
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_023.png,ccic,ice,chesspawn,spider,twitter,fourleafclover,bomb,oncomingpolicecar,mouth
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_024.png,ccic,spiderweb,ghost,key,lastquartermoonface,clownface,bomb,pencil,yinyang
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_025.png,ccib,redexclamationmark,sunglasses,greenapple,bomb,ladybeetle,deciduoustree,lightbulb,spoutingwhale
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_026.png,ccir,grinningcatwithsmilingeyes,bomb,handwithfingerssplayed,locked,dogface,sunwithface,redquestionmark,stopsign
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_027.png,ccic,dragon,hammer,mapleleaf,heart,skullandcrossbones,rosette,timer,bomb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_028.png,ccis,eye,bomb,snowflake,microbe,scissors,highheeledshoe,trex,droplet
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_029.png,ccir,drunkperson,turtle,musicalscore,fire,highvoltage,mountfuji,snowmanwithoutsnow,bomb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_030.png,cci,snowflake,turtle,rosette,chesspawn,ghost,ladybeetle,locked,cactus
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_031.png,ccir,twitter,mapleleaf,scissors,handwithfingerssplayed,snowmanwithoutsnow,cactus,clownface,greenapple
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,ccis,microbe,grinningcatwithsmilingeyes,spider,deciduoustree,heart,cactus,musicalscore,yinyang
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,ccib,dogface,spiderweb,highheeledshoe,cactus,oncomingpolicecar,hammer,sunglasses,mountfuji
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,ccis,sunwithface,mouth,dragon,highvoltage,eye,cactus,spoutingwhale,pencil
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,ccir,droplet,redexclamationmark,ice,lastquartermoonface,cactus,timer,stopsign,fire
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,ccir,trex,fourleafclover,lightbulb,drunkperson,skullandcrossbones,redquestionmark,key,cactus
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,ccib,stopsign,greenapple,pencil,trex,mountfuji,heart,chesspawn,candle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,ccic,skullandcrossbones,grinningcatwithsmilingeyes,candle,mouth,clownface,highheeledshoe,turtle,redexclamationmark
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_039.png,ccib,hammer,deciduoustree,candle,twitter,lastquartermoonface,snowflake,highvoltage,redquestionmark
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_040.png,ccir,lightbulb,yinyang,rosette,dogface,candle,snowmanwithoutsnow,ice,eye
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_041.png,ccic,sunglasses,fire,dragon,candle,scissors,locked,key,spider
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_042.png,ccib,fourleafclover,droplet,sunwithface,ladybeetle,spiderweb,candle,mapleleaf,musicalscore
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_043.png,ccic,oncomingpolicecar,ghost,spoutingwhale,handwithfingerssplayed,candle,microbe,drunkperson,timer
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_044.png,cci,timer,scissors,grinningcatwithsmilingeyes,carrot,lightbulb,spiderweb,chesspawn,highvoltage
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_045.png,ccis,musicalscore,locked,carrot,hammer,clownface,trex,spoutingwhale,ice
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_046.png,ccis,eye,turtle,deciduoustree,mapleleaf,key,stopsign,carrot,oncomingpolicecar
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_047.png,ccic,microbe,ladybeetle,twitter,carrot,fire,dogface,pencil,skullandcrossbones
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_048.png,ccic,dragon,yinyang,carrot,fourleafclover,handwithfingerssplayed,redexclamationmark,mountfuji,snowflake
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_049.png,ccib,ghost,redquestionmark,sunglasses,mouth,snowmanwithoutsnow,heart,carrot,droplet
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_050.png,ccis,lastquartermoonface,drunkperson,spider,carrot,greenapple,rosette,sunwithface,highheeledshoe
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_051.png,ccir,key,snowmanwithoutsnow,microbe,cheesewedge,chesspawn,redexclamationmark,sunwithface,hammer
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_052.png,cci,spider,eye,mountfuji,cheesewedge,redquestionmark,timer,clownface,ladybeetle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_053.png,ccic,deciduoustree,trex,fire,mouth,spiderweb,rosette,cheesewedge,handwithfingerssplayed
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_054.png,ccic,lastquartermoonface,heart,spoutingwhale,cheesewedge,dogface,scissors,turtle,fourleafclover
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_055.png,ccib,highheeledshoe,twitter,musicalscore,dragon,ghost,stopsign,cheesewedge,lightbulb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_056.png,cci,skullandcrossbones,highvoltage,yinyang,oncomingpolicecar,droplet,locked,greenapple,cheesewedge
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_057.png,cci,cheesewedge,snowflake,ice,drunkperson,pencil,mapleleaf,sunglasses,grinningcatwithsmilingeyes
