Card1Path,Card2Path,CommonEmoji,Card1Quadrant,Card2Quadrant
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_004.png,anchor,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_004.png,anchor,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_004.png,anchor,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_004.png,anchor,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_005.png,anchor,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_006.png,anchor,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_007.png,anchor,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_008.png,anchor,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_009.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_010.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_011.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_012.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_013.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_014.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,3,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,4,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,4,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_015.png,babybottle,4,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,1,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,1,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,1,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,2,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,2,3
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,2,4
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,3,1
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,3,2
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_001.png,dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_016.png,bison,3,4
