FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_042.png,cci,ladybeetle,candle,spiderweb,fourleafclover,mapleleaf,droplet,sunwithface,musicalscore
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_043.png,cci,drunkperson,microbe,handwithfingerssplayed,ghost,candle,timer,oncomingpolicecar,spoutingwhale
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_044.png,ccib,lightbulb,grinningcatwithsmilingeyes,carrot,spiderweb,chesspawn,highvoltage,timer,scissors
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_045.png,ccis,locked,trex,spoutingwhale,carrot,musicalscore,clownface,hammer,ice
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_046.png,cci,oncomingpolicecar,deciduoustree,mapleleaf,eye,key,carrot,turtle,stopsign
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_047.png,cci,fire,microbe,skullandcrossbones,dogface,ladybeetle,twitter,pencil,carrot
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_048.png,ccib,handwithfingerssplayed,fourleafclover,mountfuji,carrot,yinyang,snowflake,dragon,redexclamationmark
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_049.png,ccic,snowmanwithoutsnow,heart,droplet,sunglasses,carrot,mouth,redquestionmark,ghost
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_050.png,ccis,spider,greenapple,sunwithface,lastquartermoonface,highheeledshoe,carrot,rosette,drunkperson
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_051.png,cci,chesspawn,redexclamationmark,key,microbe,cheesewedge,sunwithface,snowmanwithoutsnow,hammer
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_052.png,ccic,timer,spider,cheesewedge,eye,ladybeetle,mountfuji,clownface,redquestionmark
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_053.png,ccic,handwithfingerssplayed,cheesewedge,deciduoustree,trex,fire,rosette,mouth,spiderweb
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_054.png,ccir,heart,spoutingwhale,scissors,lastquartermoonface,fourleafclover,cheesewedge,turtle,dogface
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_055.png,ccib,musicalscore,twitter,highheeledshoe,lightbulb,ghost,cheesewedge,stopsign,dragon
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_056.png,ccic,yinyang,skullandcrossbones,oncomingpolicecar,droplet,cheesewedge,highvoltage,locked,greenapple
dobble-decks/classic-dobble-1024-px/classic-dobble-1024-px_057.png,ccis,sunglasses,ice,mapleleaf,pencil,drunkperson,grinningcatwithsmilingeyes,cheesewedge,snowflake
