Card1Path,Card2Path,CommonEmojiLabel
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,4
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,4
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,4
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,4
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,4
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_039.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_040.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_041.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_042.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_043.png,5
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_044.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_045.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_046.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_047.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_048.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_049.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_050.png,6
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_051.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_052.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_053.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_054.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_055.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_056.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_001.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_057.png,7
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_005.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_006.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_007.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_008.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_009.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_010.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_011.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_012.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_013.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_014.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_015.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_016.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_017.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_018.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_019.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_020.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_021.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_022.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_023.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_024.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_025.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_026.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_027.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_028.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_029.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_030.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_031.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_039.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_040.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_041.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_042.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_043.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_044.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_045.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_046.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_047.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_048.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_049.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_050.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_051.png,8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_052.png,9
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_053.png,10
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_054.png,11
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_055.png,12
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_056.png,13
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_002.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_057.png,14
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_005.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_006.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_007.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_008.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_009.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_010.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_011.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_012.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_013.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_014.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_015.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_016.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_017.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_018.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_019.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_020.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_021.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_022.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_023.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_024.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_025.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_026.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_027.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_028.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_029.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_030.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_031.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_039.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_040.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_041.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_042.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_043.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_044.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_045.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_046.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_047.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_048.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_049.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_050.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_051.png,21
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_052.png,15
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_053.png,16
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_054.png,17
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_055.png,18
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_056.png,19
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_003.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_057.png,20
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_005.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_006.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_007.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_008.png,0
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_009.png,22
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_010.png,23
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_011.png,24
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_012.png,25
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_013.png,26
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_014.png,27
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_015.png,28
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_016.png,24
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_017.png,25
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_018.png,26
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_019.png,27
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_020.png,28
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_021.png,22
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_022.png,23
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_023.png,26
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_024.png,27
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_025.png,28
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_026.png,22
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_027.png,23
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_028.png,24
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_029.png,25
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_030.png,28
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_031.png,22
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,23
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,24
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,25
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,26
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,27
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,23
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_004.png,../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,24
