FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_013.png,cci,greenapple,babybottle,microbe,redquestionmark,dragon,ice,spiderweb,turtle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_014.png,ccis,grinningcatwithsmilingeyes,key,rosette,twitter,droplet,spoutingwhale,mountfuji,babybottle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_015.png,cci,babybottle,drunkperson,yinyang,mouth,ladybeetle,hammer,scissors,stopsign
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_016.png,ccis,chesspawn,yinyang,bison,redquestionmark,highheeledshoe,fire,spoutingwhale,mapleleaf
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_017.png,ccib,sunglasses,bison,stopsign,microbe,fourleafclover,clownface,highvoltage,rosette
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_018.png,ccir,bison,scissors,deciduoustree,mountfuji,ghost,skullandcrossbones,ice,sunwithface
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_019.png,ccib,snowflake,key,greenapple,bison,timer,mouth,musicalscore,dogface
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_020.png,cci,ladybeetle,snowmanwithoutsnow,lastquartermoonface,oncomingpolicecar,bison,grinningcatwithsmilingeyes,dragon,trex
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_021.png,ccic,handwithfingerssplayed,hammer,droplet,turtle,pencil,bison,lightbulb,spider
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_022.png,ccis,eye,redexclamationmark,twitter,drunkperson,spiderweb,bison,heart,locked
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_023.png,ccib,ice,oncomingpolicecar,fourleafclover,chesspawn,mouth,bomb,spider,twitter
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_024.png,ccis,lastquartermoonface,ghost,spiderweb,yinyang,bomb,key,pencil,clownface
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_025.png,ccis,deciduoustree,sunglasses,redexclamationmark,bomb,ladybeetle,greenapple,spoutingwhale,lightbulb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_026.png,ccis,redquestionmark,stopsign,locked,sunwithface,bomb,handwithfingerssplayed,dogface,grinningcatwithsmilingeyes
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_027.png,ccis,hammer,heart,skullandcrossbones,timer,rosette,mapleleaf,bomb,dragon
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_028.png,ccib,scissors,bomb,highheeledshoe,trex,eye,snowflake,droplet,microbe
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_029.png,ccic,turtle,snowmanwithoutsnow,highvoltage,musicalscore,bomb,mountfuji,drunkperson,fire
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_030.png,cci,cactus,turtle,chesspawn,rosette,locked,ghost,ladybeetle,snowflake
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_031.png,ccib,snowmanwithoutsnow,handwithfingerssplayed,scissors,twitter,cactus,clownface,greenapple,mapleleaf
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_032.png,ccir,grinningcatwithsmilingeyes,cactus,heart,microbe,spider,yinyang,deciduoustree,musicalscore
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_033.png,ccic,dogface,hammer,oncomingpolicecar,spiderweb,sunglasses,highheeledshoe,mountfuji,cactus
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_034.png,ccib,dragon,mouth,eye,spoutingwhale,pencil,sunwithface,cactus,highvoltage
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_035.png,ccir,timer,ice,cactus,redexclamationmark,droplet,stopsign,lastquartermoonface,fire
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_036.png,ccir,key,cactus,drunkperson,redquestionmark,trex,skullandcrossbones,fourleafclover,lightbulb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_037.png,ccir,candle,trex,greenapple,heart,pencil,mountfuji,chesspawn,stopsign
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_038.png,cci,grinningcatwithsmilingeyes,skullandcrossbones,turtle,candle,highheeledshoe,mouth,clownface,redexclamationmark
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_039.png,cci,deciduoustree,candle,hammer,redquestionmark,twitter,lastquartermoonface,highvoltage,snowflake
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_040.png,ccir,rosette,candle,snowmanwithoutsnow,lightbulb,yinyang,ice,eye,dogface
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_041.png,ccis,dragon,key,scissors,locked,sunglasses,candle,spider,fire
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_042.png,ccis,mapleleaf,musicalscore,spiderweb,droplet,fourleafclover,sunwithface,ladybeetle,candle
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_043.png,ccir,oncomingpolicecar,spoutingwhale,handwithfingerssplayed,candle,drunkperson,timer,microbe,ghost
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_044.png,ccic,lightbulb,grinningcatwithsmilingeyes,carrot,chesspawn,scissors,timer,highvoltage,spiderweb
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_045.png,ccis,clownface,locked,musicalscore,spoutingwhale,carrot,ice,trex,hammer
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_046.png,ccic,eye,turtle,stopsign,mapleleaf,carrot,key,oncomingpolicecar,deciduoustree
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_047.png,ccic,fire,dogface,microbe,skullandcrossbones,carrot,ladybeetle,twitter,pencil
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_048.png,ccib,fourleafclover,mountfuji,carrot,snowflake,redexclamationmark,handwithfingerssplayed,dragon,yinyang
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_049.png,ccis,heart,redquestionmark,carrot,ghost,droplet,mouth,sunglasses,snowmanwithoutsnow
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_050.png,ccir,rosette,carrot,spider,greenapple,sunwithface,drunkperson,lastquartermoonface,highheeledshoe
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_051.png,cci,chesspawn,snowmanwithoutsnow,sunwithface,key,hammer,microbe,cheesewedge,redexclamationmark
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_052.png,ccis,eye,clownface,timer,redquestionmark,ladybeetle,cheesewedge,spider,mountfuji
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_053.png,cci,fire,rosette,deciduoustree,cheesewedge,handwithfingerssplayed,trex,spiderweb,mouth
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_054.png,ccis,scissors,dogface,heart,spoutingwhale,lastquartermoonface,turtle,cheesewedge,fourleafclover
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_055.png,ccic,stopsign,dragon,ghost,lightbulb,highheeledshoe,twitter,musicalscore,cheesewedge
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_056.png,ccic,highvoltage,yinyang,oncomingpolicecar,droplet,cheesewedge,skullandcrossbones,locked,greenapple
../data/processed/classic-dobble-1024-px/classic-dobble-1024-px_057.png,cci,drunkperson,snowflake,cheesewedge,ice,grinningcatwithsmilingeyes,pencil,sunglasses,mapleleaf
