FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
../data/processed/classic-dobble-224-px/classic-dobble-224-px_013.png,ccir,microbe,ice,redquestionmark,dragon,spiderweb,babybottle,greenapple,turtle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_014.png,ccis,babybottle,spoutingwhale,droplet,rosette,grinningcatwithsmilingeyes,mountfuji,key,twitter
../data/processed/classic-dobble-224-px/classic-dobble-224-px_015.png,ccib,drunkperson,scissors,yinyang,ladybeetle,hammer,stopsign,babybottle,mouth
../data/processed/classic-dobble-224-px/classic-dobble-224-px_016.png,cci,yinyang,redquestionmark,spoutingwhale,highheeledshoe,bison,chesspawn,mapleleaf,fire
../data/processed/classic-dobble-224-px/classic-dobble-224-px_017.png,ccic,clownface,rosette,highvoltage,bison,fourleafclover,sunglasses,stopsign,microbe
../data/processed/classic-dobble-224-px/classic-dobble-224-px_018.png,ccic,scissors,mountfuji,bison,deciduoustree,skullandcrossbones,sunwithface,ghost,ice
../data/processed/classic-dobble-224-px/classic-dobble-224-px_019.png,ccib,timer,snowflake,key,mouth,dogface,musicalscore,greenapple,bison
../data/processed/classic-dobble-224-px/classic-dobble-224-px_020.png,ccis,oncomingpolicecar,trex,lastquartermoonface,grinningcatwithsmilingeyes,bison,snowmanwithoutsnow,ladybeetle,dragon
../data/processed/classic-dobble-224-px/classic-dobble-224-px_021.png,ccir,lightbulb,droplet,pencil,handwithfingerssplayed,turtle,hammer,spider,bison
../data/processed/classic-dobble-224-px/classic-dobble-224-px_022.png,ccib,eye,locked,bison,spiderweb,drunkperson,redexclamationmark,heart,twitter
../data/processed/classic-dobble-224-px/classic-dobble-224-px_023.png,ccic,fourleafclover,mouth,chesspawn,oncomingpolicecar,twitter,ice,spider,bomb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_024.png,ccib,bomb,spiderweb,ghost,clownface,yinyang,pencil,lastquartermoonface,key
../data/processed/classic-dobble-224-px/classic-dobble-224-px_025.png,cci,sunglasses,ladybeetle,redexclamationmark,deciduoustree,bomb,greenapple,lightbulb,spoutingwhale
../data/processed/classic-dobble-224-px/classic-dobble-224-px_026.png,ccir,stopsign,redquestionmark,bomb,grinningcatwithsmilingeyes,handwithfingerssplayed,sunwithface,locked,dogface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_027.png,ccic,rosette,timer,hammer,mapleleaf,dragon,heart,skullandcrossbones,bomb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_028.png,ccib,eye,trex,droplet,highheeledshoe,microbe,snowflake,scissors,bomb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_029.png,ccir,highvoltage,drunkperson,musicalscore,snowmanwithoutsnow,mountfuji,turtle,bomb,fire
../data/processed/classic-dobble-224-px/classic-dobble-224-px_030.png,ccis,rosette,ladybeetle,snowflake,locked,cactus,turtle,chesspawn,ghost
../data/processed/classic-dobble-224-px/classic-dobble-224-px_031.png,cci,twitter,handwithfingerssplayed,snowmanwithoutsnow,cactus,greenapple,clownface,scissors,mapleleaf
../data/processed/classic-dobble-224-px/classic-dobble-224-px_032.png,ccis,cactus,musicalscore,yinyang,heart,deciduoustree,microbe,grinningcatwithsmilingeyes,spider
../data/processed/classic-dobble-224-px/classic-dobble-224-px_033.png,ccis,mountfuji,highheeledshoe,cactus,hammer,spiderweb,oncomingpolicecar,sunglasses,dogface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_034.png,cci,spoutingwhale,dragon,eye,cactus,sunwithface,highvoltage,mouth,pencil
../data/processed/classic-dobble-224-px/classic-dobble-224-px_035.png,ccic,droplet,ice,redexclamationmark,cactus,stopsign,fire,timer,lastquartermoonface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_036.png,ccir,fourleafclover,trex,cactus,key,skullandcrossbones,drunkperson,lightbulb,redquestionmark
../data/processed/classic-dobble-224-px/classic-dobble-224-px_037.png,ccib,chesspawn,stopsign,heart,mountfuji,pencil,greenapple,candle,trex
../data/processed/classic-dobble-224-px/classic-dobble-224-px_038.png,ccib,clownface,redexclamationmark,candle,mouth,skullandcrossbones,grinningcatwithsmilingeyes,highheeledshoe,turtle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_039.png,cci,candle,lastquartermoonface,twitter,deciduoustree,redquestionmark,hammer,snowflake,highvoltage
../data/processed/classic-dobble-224-px/classic-dobble-224-px_040.png,ccir,yinyang,candle,rosette,snowmanwithoutsnow,dogface,eye,ice,lightbulb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_041.png,ccic,spider,scissors,fire,candle,key,sunglasses,dragon,locked
../data/processed/classic-dobble-224-px/classic-dobble-224-px_042.png,ccir,sunwithface,candle,musicalscore,mapleleaf,droplet,fourleafclover,ladybeetle,spiderweb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_043.png,ccir,timer,spoutingwhale,oncomingpolicecar,drunkperson,microbe,candle,handwithfingerssplayed,ghost
../data/processed/classic-dobble-224-px/classic-dobble-224-px_044.png,ccic,lightbulb,chesspawn,carrot,grinningcatwithsmilingeyes,spiderweb,scissors,highvoltage,timer
../data/processed/classic-dobble-224-px/classic-dobble-224-px_045.png,ccir,musicalscore,hammer,spoutingwhale,clownface,locked,trex,ice,carrot
../data/processed/classic-dobble-224-px/classic-dobble-224-px_046.png,ccib,deciduoustree,mapleleaf,key,oncomingpolicecar,eye,stopsign,carrot,turtle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_047.png,ccib,skullandcrossbones,fire,twitter,pencil,dogface,carrot,ladybeetle,microbe
../data/processed/classic-dobble-224-px/classic-dobble-224-px_048.png,cci,yinyang,mountfuji,redexclamationmark,snowflake,carrot,fourleafclover,handwithfingerssplayed,dragon
../data/processed/classic-dobble-224-px/classic-dobble-224-px_049.png,ccis,mouth,carrot,ghost,snowmanwithoutsnow,redquestionmark,sunglasses,droplet,heart
../data/processed/classic-dobble-224-px/classic-dobble-224-px_050.png,ccis,greenapple,drunkperson,carrot,lastquartermoonface,rosette,highheeledshoe,spider,sunwithface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_051.png,ccis,hammer,cheesewedge,key,sunwithface,chesspawn,snowmanwithoutsnow,redexclamationmark,microbe
../data/processed/classic-dobble-224-px/classic-dobble-224-px_052.png,ccic,cheesewedge,mountfuji,timer,eye,ladybeetle,spider,clownface,redquestionmark
../data/processed/classic-dobble-224-px/classic-dobble-224-px_053.png,ccis,cheesewedge,spiderweb,mouth,deciduoustree,handwithfingerssplayed,rosette,fire,trex
../data/processed/classic-dobble-224-px/classic-dobble-224-px_054.png,cci,dogface,spoutingwhale,scissors,heart,turtle,fourleafclover,cheesewedge,lastquartermoonface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_055.png,ccis,stopsign,ghost,musicalscore,twitter,lightbulb,highheeledshoe,dragon,cheesewedge
../data/processed/classic-dobble-224-px/classic-dobble-224-px_056.png,ccic,locked,droplet,highvoltage,oncomingpolicecar,yinyang,cheesewedge,greenapple,skullandcrossbones
../data/processed/classic-dobble-224-px/classic-dobble-224-px_057.png,ccir,drunkperson,grinningcatwithsmilingeyes,cheesewedge,pencil,snowflake,sunglasses,ice,mapleleaf
