FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
../data/processed/classic-dobble-224-px/classic-dobble-224-px_026.png,ccib,grinningcatwithsmilingeyes,locked,dogface,stopsign,bomb,handwithfingerssplayed,redquestionmark,sunwithface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_027.png,ccir,bomb,heart,mapleleaf,dragon,hammer,skullandcrossbones,timer,rosette
../data/processed/classic-dobble-224-px/classic-dobble-224-px_028.png,ccir,microbe,highheeledshoe,scissors,droplet,bomb,trex,eye,snowflake
../data/processed/classic-dobble-224-px/classic-dobble-224-px_029.png,cci,highvoltage,mountfuji,musicalscore,fire,drunkperson,bomb,snowmanwithoutsnow,turtle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_030.png,ccis,cactus,rosette,ghost,turtle,locked,snowflake,chesspawn,ladybeetle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_031.png,ccic,greenapple,snowmanwithoutsnow,scissors,clownface,mapleleaf,cactus,twitter,handwithfingerssplayed
../data/processed/classic-dobble-224-px/classic-dobble-224-px_032.png,ccib,heart,spider,grinningcatwithsmilingeyes,microbe,cactus,yinyang,musicalscore,deciduoustree
../data/processed/classic-dobble-224-px/classic-dobble-224-px_033.png,ccib,highheeledshoe,dogface,sunglasses,hammer,spiderweb,cactus,oncomingpolicecar,mountfuji
../data/processed/classic-dobble-224-px/classic-dobble-224-px_034.png,ccic,dragon,sunwithface,mouth,eye,spoutingwhale,cactus,highvoltage,pencil
../data/processed/classic-dobble-224-px/classic-dobble-224-px_035.png,ccis,ice,cactus,lastquartermoonface,redexclamationmark,droplet,timer,stopsign,fire
../data/processed/classic-dobble-224-px/classic-dobble-224-px_036.png,ccib,lightbulb,redquestionmark,fourleafclover,cactus,skullandcrossbones,drunkperson,key,trex
../data/processed/classic-dobble-224-px/classic-dobble-224-px_037.png,cci,trex,greenapple,mountfuji,chesspawn,pencil,candle,stopsign,heart
../data/processed/classic-dobble-224-px/classic-dobble-224-px_038.png,cci,skullandcrossbones,mouth,turtle,candle,redexclamationmark,highheeledshoe,clownface,grinningcatwithsmilingeyes
../data/processed/classic-dobble-224-px/classic-dobble-224-px_039.png,cci,lastquartermoonface,hammer,twitter,highvoltage,redquestionmark,candle,deciduoustree,snowflake
../data/processed/classic-dobble-224-px/classic-dobble-224-px_040.png,ccib,ice,rosette,eye,yinyang,snowmanwithoutsnow,dogface,lightbulb,candle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_041.png,cci,candle,key,sunglasses,spider,scissors,fire,dragon,locked
../data/processed/classic-dobble-224-px/classic-dobble-224-px_042.png,cci,droplet,musicalscore,ladybeetle,sunwithface,fourleafclover,spiderweb,mapleleaf,candle
../data/processed/classic-dobble-224-px/classic-dobble-224-px_043.png,ccir,handwithfingerssplayed,ghost,drunkperson,spoutingwhale,oncomingpolicecar,microbe,candle,timer
../data/processed/classic-dobble-224-px/classic-dobble-224-px_044.png,ccir,chesspawn,carrot,lightbulb,timer,scissors,grinningcatwithsmilingeyes,highvoltage,spiderweb
../data/processed/classic-dobble-224-px/classic-dobble-224-px_045.png,ccir,spoutingwhale,trex,carrot,ice,hammer,musicalscore,locked,clownface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_046.png,ccis,oncomingpolicecar,eye,turtle,deciduoustree,key,stopsign,mapleleaf,carrot
../data/processed/classic-dobble-224-px/classic-dobble-224-px_047.png,ccib,fire,dogface,microbe,skullandcrossbones,ladybeetle,pencil,twitter,carrot
../data/processed/classic-dobble-224-px/classic-dobble-224-px_048.png,ccic,handwithfingerssplayed,yinyang,snowflake,redexclamationmark,carrot,fourleafclover,dragon,mountfuji
../data/processed/classic-dobble-224-px/classic-dobble-224-px_049.png,ccic,redquestionmark,mouth,carrot,droplet,ghost,sunglasses,snowmanwithoutsnow,heart
../data/processed/classic-dobble-224-px/classic-dobble-224-px_050.png,ccib,drunkperson,lastquartermoonface,spider,rosette,highheeledshoe,greenapple,sunwithface,carrot
../data/processed/classic-dobble-224-px/classic-dobble-224-px_051.png,cci,hammer,sunwithface,redexclamationmark,snowmanwithoutsnow,microbe,chesspawn,key,cheesewedge
../data/processed/classic-dobble-224-px/classic-dobble-224-px_052.png,ccic,ladybeetle,clownface,mountfuji,cheesewedge,spider,timer,redquestionmark,eye
../data/processed/classic-dobble-224-px/classic-dobble-224-px_053.png,cci,mouth,deciduoustree,cheesewedge,rosette,trex,handwithfingerssplayed,spiderweb,fire
../data/processed/classic-dobble-224-px/classic-dobble-224-px_054.png,ccir,dogface,spoutingwhale,fourleafclover,lastquartermoonface,cheesewedge,turtle,heart,scissors
../data/processed/classic-dobble-224-px/classic-dobble-224-px_055.png,ccic,musicalscore,lightbulb,twitter,ghost,stopsign,dragon,highheeledshoe,cheesewedge
../data/processed/classic-dobble-224-px/classic-dobble-224-px_056.png,ccir,greenapple,oncomingpolicecar,cheesewedge,locked,yinyang,highvoltage,skullandcrossbones,droplet
../data/processed/classic-dobble-224-px/classic-dobble-224-px_057.png,ccir,snowflake,sunglasses,cheesewedge,mapleleaf,drunkperson,pencil,ice,grinningcatwithsmilingeyes
